brand,model,price,year,mileage,engine_power,engine_displacement,fuel_consumption,registration_until,service_book,garage_kept,num_of_features
Dacia,Sandero,6300.0,2012,93452,50,1.461,5.0,2025-02-28,False,True,15
Citroen,C4,3300.0,2010,212000,66,1.6,5.0,2025-11-30,False,True,6
Fiat,Bravo,6650.0,2014,68000,77,1.6,6.0,2025-11-30,False,False,21
Alfa Romeo,147,1650.0,2004,304000,85,1.9,6.0,2025-04-30,False,True,8
BMW,Serija 5,15000.0,2013,250000,142,1.898,6.0,2025-07-31,False,True,63
Citroen,C4,1900.0,2008,179500,65,1.4,6.0,2025-02-28,False,False,20
Audi,Q5,17200.0,2015,250000,100,2.0,6.0,2025-10-31,False,True,45
BMW,Serija 3,21500.0,2013,263000,176,1.996,7.0,2025-08-31,False,True,62
Audi,A5,25300.0,2019,180000,140,2.0,6.0,2025-11-30,False,True,66
Audi,A6,15400.0,2015,370000,150,3.0,8.0,2025-11-30,False,True,78
Audi,S5,40000.0,2017,98450,260,2.996,9.0,2025-11-30,False,True,70
Fiat,Punto,4200.0,2016,192000,53,1.368,5.0,2025-02-28,False,False,1
Audi,A4 Avant,22299.0,2017,152000,110,1.999,6.0,2025-05-31,False,True,76
BMW,Serija 1,7800.0,2013,239000,85,1.996,5.0,2025-07-31,False,True,9
Audi,A4 Avant,31000.0,2020,89000,120,1.968,6.0,2025-10-31,False,True,74
Citroen,C5,6990.0,2012,195000,103,1.997,6.0,2025-07-31,False,False,35
BMW,Serija 3 Touring,12800.0,2013,241000,103,1.997,7.0,2025-08-31,False,True,62
Alfa Romeo,Stelvio,20900.0,2017,185000,110,2.2,8.0,2025-07-31,False,True,61
Fiat,Linea,4300.0,2013,130000,70,1.3,6.0,2025-05-31,False,False,12
BMW,Serija 3 Gran Turismo,27900.0,2019,137000,140,1.995,7.0,2025-10-31,False,False,59
Fiat,Punto,1000.0,2003,160000,44,1.2,7.0,2025-01-31,False,True,2
BMW,Serija 1,17000.0,2015,165000,165,1.995,6.0,2025-11-30,False,False,49
BMW,Serija 5,22990.0,2017,199000,140,1.995,5.0,2025-02-28,False,True,72
BMW,Serija 3 Touring,25900.0,2020,84500,110,1.955,5.0,2025-11-30,False,True,77
BMW,Serija 2,28900.0,2015,75000,240,2.979,8.0,2025-11-30,False,True,53
BMW,Serija 3,7650.0,2011,262000,135,1.995,6.0,2025-04-30,False,True,29
BMW,Serija 3 Coupe,6900.0,2009,314000,135,1.998,6.0,2025-10-31,False,False,11
Audi,A4,3300.0,2001,330000,120,1.896,6.0,2025-03-31,False,False,7
Audi,A5,29900.0,2020,171400,120,1.968,5.0,,False,False,49
BMW,Serija 3,23500.0,2013,149000,190,3.0,7.0,2025-08-31,False,True,39
Dacia,Sandero,10500.0,2018,69564,55,1.461,5.0,2025-11-30,False,True,19
BMW,Serija 3,7300.0,2011,205000,85,2.0,5.0,2025-12-31,False,False,32
Dacia,Dokker,7999.0,2015,150000,55,1.461,5.0,2025-12-31,False,True,1
Audi,A3,9000.0,2011,340000,103,2.0,6.0,2025-07-31,False,True,37
BMW,Serija 3,22000.0,2019,168000,110,1.99,6.0,2025-04-30,False,True,58
Dacia,Dokker,7999.0,2015,140000,85,1.197,6.0,2025-07-31,False,True,1
Citroen,C3,5700.0,2016,183837,55,1.56,4.0,2025-05-31,False,True,41
BMW,X3,13200.0,2011,180000,135,2.0,6.0,2025-11-30,False,False,38
Audi,A7,16700.0,2011,296000,180,2.986,8.0,2025-04-30,False,True,48
Citroen,C3 Picasso,3500.0,2009,269247,80,1.56,4.0,2025-10-31,False,False,10
Audi,A5,12500.0,2011,202500,105,1.968,6.0,2025-03-31,False,False,11
BMW,X5,35900.0,2017,105500,183,3.0,9.0,2025-11-30,False,True,66
BMW,Serija 5,20950.0,2016,217000,140,2.0,7.0,2025-11-30,False,True,52
Audi,Q3,19950.0,2017,174000,135,1.998,7.0,2025-11-30,False,True,41
Citroen,C4,5150.0,2012,292000,68,1.598,5.0,2025-07-31,False,True,29
Citroen,Saxo,1750.0,1998,265000,40,1.5,3.0,2025-10-31,False,False,1
BMW,Serija 3 Touring,5500.0,2011,220000,85,2.0,6.0,2025-04-30,False,True,35
Audi,A5,15500.0,2013,170000,110,1.968,7.0,2025-09-30,False,False,54
BMW,Serija 3 Coupe,12000.0,2008,199000,160,3.0,10.0,2025-07-31,False,True,48
Fiat,Punto,1600.0,2003,260000,63,1.91,7.0,2025-02-28,False,False,13
Audi,A6,24999.0,2017,161000,140,1.998,6.0,,False,True,102
BMW,Serija 3,25499.0,2020,107300,100,1.998,6.0,,False,True,97
Audi,A4,28000.0,2018,130000,140,2.0,9.0,2025-10-31,False,False,68
Audi,A4 Avant,15999.0,2016,290000,110,2.0,6.0,,False,False,1
BMW,Serija 3,9999.0,2014,240000,85,2.0,6.0,2025-07-31,False,False,1
Audi,A4 Avant,11999.0,2015,310000,110,2.0,6.0,2025-08-31,False,False,1
Audi,S8,23999.0,2008,178000,331,5.2,11.0,,False,False,1
Audi,A4 Avant,28900.0,2022,121000,100,1.968,6.0,,False,True,49
Audi,A3,8700.0,2013,275000,110,1.968,5.0,2025-10-31,False,False,40
Fiat,Punto,1300.0,2006,270000,56,1.2,6.0,2025-05-31,False,False,5
Fiat,Punto,1100.0,2002,152000,45,1.2,5.0,2025-09-30,False,False,1
BMW,Serija 1,7850.0,2011,196700,105,2.0,6.0,2025-02-28,False,False,45
Audi,A4,19000.0,2017,117500,100,1.968,6.0,2025-09-30,False,False,43
Alfa Romeo,Mito,5000.0,2010,204000,88,1.6,5.0,2025-08-31,False,False,40
BMW,Serija 3,14199.0,2013,196000,105,1.995,5.0,2025-12-31,False,True,55
Audi,A4,22500.0,2016,86000,110,1.968,5.0,2025-04-30,False,False,42
Alfa Romeo,166,2000.0,2001,163000,141,2.5,12.0,,False,False,1
Audi,S6,66990.0,2020,87000,257,2.998,7.0,2025-08-31,False,True,92
BMW,X5,90990.0,2022,60000,210,2.998,7.0,2025-12-31,False,True,99
Audi,A3,6800.0,2010,303000,77,1.596,5.0,2024-12-31,False,False,23
Citroen,C5,2000.0,2005,309000,80,1.56,5.0,2025-03-31,False,False,23
BMW,Serija 5,61990.0,2021,76000,210,2.998,7.0,2025-07-31,False,True,97
Citroen,C3,4500.0,2010,137889,54,1.36,7.0,2025-03-31,False,False,19
Fiat,500X,11200.0,2016,163400,88,1.6,7.0,2025-01-31,False,False,31
Alfa Romeo,GT,6000.0,2007,190000,110,1.91,6.0,2025-05-31,False,False,1
BMW,Serija 4 Gran Coupe,35000.0,2018,142500,230,3.0,8.0,2025-11-30,False,False,76
BMW,X5,90990.0,2022,62000,210,2.998,7.0,2025-12-31,False,True,98
Audi,A1,15400.0,2017,128000,66,1.34,4.0,2025-08-31,False,True,57
Audi,A4 Avant,7500.0,2008,318000,105,2.0,5.0,2025-10-31,False,False,44
BMW,Serija 1,25900.0,2020,40700,103,1.499,6.0,2025-12-31,False,False,61
BMW,Serija 2 Active Tourer,12600.0,2017,150000,85,1.496,5.0,2025-08-31,False,False,37
BMW,Serija 1,13990.0,2016,134000,85,1.6,4.0,2025-10-31,False,False,1
Fiat,Linea,3500.0,2013,300000,70,1.248,5.0,2025-08-31,False,False,1
Dacia,Sandero,6000.0,2013,117000,55,1.5,5.0,2025-07-31,False,False,14
BMW,Serija 3,11750.0,2014,220000,105,1.995,5.0,2025-06-30,False,False,48
BMW,Serija 1,22800.0,2020,165000,110,1.995,5.0,2025-12-31,False,False,1
Fiat,Punto,2350.0,2004,240000,44,1.2,5.0,2025-12-31,False,True,20
Audi,A6 Allroad,8300.0,2007,350000,171,3.0,8.0,2025-02-28,False,False,47
BMW,Serija 3,19500.0,2017,187000,140,2.0,6.0,2025-06-30,False,False,57
Citroen,Xsara Picasso,2500.0,2005,175000,66,1.649,5.0,2025-03-31,False,False,17
Audi,A3,10200.0,2013,245000,110,2.0,5.0,2025-08-31,False,True,51
BMW,Serija 5,14300.0,2011,178000,135,1.997,8.0,2025-04-30,False,True,48
Citroen,Xsara,1600.0,2004,133000,55,1.398,6.0,2025-06-30,False,False,12
BMW,Serija 3,11699.0,2015,227000,85,1.995,5.0,2025-01-31,False,True,45
BMW,Serija 3,5000.0,2008,248000,105,1.995,8.0,2025-11-30,False,True,21
Audi,A4 Avant,15650.0,2015,270000,140,2.0,7.0,,False,True,71
Audi,A4,6400.0,2008,299000,105,2.0,6.0,2025-02-28,False,False,23
BMW,X3,15900.0,2010,135000,210,3.0,10.0,2025-06-30,False,True,38
BMW,Serija 2 Gran Coupe,42300.0,2022,42000,225,1.999,7.0,2025-10-31,False,True,89
Audi,A6,9900.0,2009,370000,176,3.0,8.0,2025-09-30,False,False,48
Audi,A4 Avant,4200.0,2007,285000,125,2.0,6.0,2025-01-31,False,True,30
Audi,A6,50800.0,2020,45000,185,1.984,5.0,2025-12-31,False,True,74
Audi,A4,7800.0,2008,255000,105,1.998,6.0,2025-09-30,False,False,17
Citroen,C4,4950.0,2012,15000,60,1.4,6.0,2025-11-30,False,False,22
Fiat,Grande Punto,1200.0,2008,260000,57,1.4,7.0,2025-04-30,False,False,20
Audi,A8,30700.0,2017,314000,193,2.998,8.0,2025-11-30,False,True,87
BMW,Serija 4 Gran Coupe,65000.0,2022,43000,275,3.0,11.0,2025-03-31,False,True,1
Audi,A4,5300.0,2005,320000,103,1.986,5.0,2025-11-30,False,True,51
Fiat,500,6950.0,2012,74500,62,0.9,6.0,2025-08-31,False,True,46
Citroen,C4,7300.0,2015,203000,88,1.6,5.0,2025-07-31,False,True,63
Fiat,Bravo,3999.0,2010,185662,77,1.6,5.0,2025-09-30,False,True,42
BMW,Serija 3 Touring,11500.0,2013,315000,170,2.0,5.0,2025-04-30,False,False,57
BMW,Serija 3 Touring,20500.0,2016,151000,140,1.999,7.0,2025-12-31,False,True,44
BMW,Serija 3 Touring,8500.0,2012,221000,105,1.995,6.0,2025-02-28,False,True,51
Audi,Q5,41500.0,2019,87000,140,1.95,8.0,2025-12-31,False,True,72
Audi,A4,1000.0,1998,409000,81,1.9,5.0,2025-09-30,False,False,4
Audi,A3,9700.0,2011,283000,103,1.968,5.0,2025-12-31,False,False,47
Audi,A3,5500.0,2009,348000,77,1.896,5.0,2025-12-31,False,True,43
Citroen,C4,4800.0,2011,220844,68,1.6,6.0,2025-04-30,False,True,47
Dacia,Ostalo,6600.0,2013,112000,66,1.5,5.0,,False,True,44
BMW,X1,16900.0,2017,260000,110,1.995,5.0,2025-03-31,False,True,1
Audi,A7,29500.0,2017,205500,160,3.0,7.0,2025-08-31,False,False,43
Audi,A4,12990.0,2012,187000,105,1.968,6.0,2025-07-31,False,False,30
BMW,Serija 3,5000.0,2007,299000,110,1.995,6.0,2025-12-31,False,False,26
Audi,A3 Sedan,16800.0,2016,130000,81,1.598,5.0,2025-12-31,False,False,43
BMW,Serija 5 Touring,10000.0,2010,209000,135,2.0,6.0,2025-12-31,False,True,74
BMW,Serija 5,53500.0,2023,42000,140,1.995,6.0,2025-03-31,False,True,53
Audi,A3,22000.0,2021,80100,81,0.999,7.0,2025-07-31,False,True,36
BMW,Serija 3 Coupe,9999.0,2008,289000,130,2.0,6.0,2025-06-30,False,True,54
Audi,A3,10500.0,2015,215000,81,1.598,6.0,2025-03-31,False,True,52
BMW,Serija 3,8500.0,2007,275000,95,1.995,10.0,2025-06-30,False,False,22
Audi,A6,900.0,1997,400000,81,1.9,6.0,,False,False,1
Audi,A6 Avant,9700.0,2011,272000,125,2.0,7.0,2025-06-30,False,True,34
Citroen,C2,1400.0,2007,186000,50,1.398,5.0,2025-12-31,False,False,4
BMW,Serija 1,8900.0,2012,169000,125,1.598,8.0,,False,True,48
BMW,Serija 3,6450.0,2011,349523,85,2.0,5.0,2026-01-31,False,False,9
BMW,Serija 1,14500.0,2016,188000,110,1.998,6.0,2025-07-31,False,True,53
BMW,Serija 3,11000.0,2013,246000,136,2.0,6.0,,False,False,1
Audi,Q5,19650.0,2010,220000,165,2.0,10.0,2025-05-31,False,True,58
Citroen,C5,8500.0,2012,194000,103,1.997,6.0,2025-02-28,False,False,42
Citroen,C3 Aircross,18500.0,2021,23000,81,1.199,6.0,2024-12-31,False,True,71
Citroen,C4,6300.0,2015,239000,73,1.6,5.0,2025-10-31,False,True,33
BMW,X5,4999.0,2001,370000,135,3.0,10.0,2025-08-31,False,False,37
BMW,Serija 1,6900.0,2008,202000,130,1.995,6.0,2025-07-31,False,False,24
BMW,X3,19000.0,2012,185000,135,2.0,7.0,2025-07-31,False,True,1
Citroen,C4,2500.0,2006,260000,66,1.7,5.0,2025-04-30,False,False,17
Citroen,C5,4200.0,2011,226000,82,1.6,5.0,2025-06-30,False,False,49
BMW,Serija 3,22250.0,2020,155000,100,2.0,4.0,2025-09-30,False,False,53
Citroen,C5,5800.0,2011,241000,103,1.996,7.0,2025-11-30,False,False,43
BMW,Serija 5,7000.0,2000,328000,142,3.0,8.0,2025-04-30,False,False,1
BMW,Serija 4 Coupe,45000.0,2018,75000,240,2.998,10.0,2025-08-31,False,True,63
Audi,A6,17000.0,2015,207000,110,2.0,6.0,2025-07-31,False,True,29
BMW,Serija 5,10900.0,2011,330000,135,2.0,7.0,2025-09-30,False,False,53
BMW,Serija 4 Coupe,26000.0,2014,255000,230,2.993,7.0,2025-11-30,False,True,61
Audi,A6,21800.0,2015,155000,160,2.967,8.0,2025-10-31,False,True,73
Audi,Q3,21599.0,2019,194999,110,1.998,6.0,,False,True,58
BMW,Serija 5,10500.0,2008,396000,173,2.996,8.0,2025-11-30,False,True,45
Citroen,DS4,7490.0,2012,197000,120,2.0,6.0,2025-07-31,False,False,43
BMW,Serija 7,17499.0,2012,388000,225,3.0,9.0,2025-07-31,False,False,1
BMW,Serija 3 Touring,8499.0,2013,298000,105,2.0,5.0,2025-05-31,False,False,1
BMW,Serija 1,21700.0,2022,73500,100,1.499,6.0,2025-11-30,False,False,63
Citroen,C4 Picasso,8500.0,2017,217000,88,1.56,6.0,2025-01-31,False,False,51
Audi,A3 Sedan,17300.0,2017,204000,85,1.598,5.0,2025-02-28,False,False,54
Fiat,Bravo,3000.0,2008,260000,88,1.9,5.0,2026-01-31,False,True,22
Citroen,C5 Aircross,19000.0,2019,103000,96,1.499,4.0,2025-02-28,False,True,78
Audi,A4 Avant,17800.0,2017,207000,140,1.968,6.0,2025-09-30,False,True,52
BMW,Serija 3,9300.0,2010,260000,105,2.0,6.0,2025-04-30,False,False,1
Audi,A6,15000.0,2013,265000,130,2.0,9.0,2025-08-31,False,True,58
Audi,Q7,16000.0,2009,345000,178,3.0,10.0,2025-06-30,False,True,63
BMW,Serija 3,4300.0,2002,310000,110,1.995,6.0,2025-07-31,False,False,27
Audi,A6 Avant,23500.0,2018,142000,110,2.0,6.0,2025-10-31,False,False,68
Audi,Q3,19930.0,2016,145000,110,1.4,8.0,2025-10-31,False,False,41
Audi,A4 Avant,3500.0,2004,400000,120,2.498,6.0,2025-09-30,False,False,24
BMW,Serija 1,6400.0,2009,208000,85,1.995,5.0,2025-02-28,False,True,22
Audi,A4,25500.0,2021,141000,140,1.968,5.0,,False,True,69
Fiat,Grande Punto,3400.0,2006,88653,55,1.368,6.0,2025-02-28,False,True,28
Audi,Q3,14500.0,2014,218000,103,1.968,6.0,2025-06-30,False,False,35
BMW,Serija 1,12400.0,2015,111210,85,1.5,5.0,2025-03-31,False,False,35
Audi,A3,4300.0,2004,307500,103,1.998,5.0,2025-08-31,False,True,47
BMW,Serija 1,8500.0,2012,206500,85,1.995,5.0,2025-12-31,False,False,42
Audi,A3,6400.0,2010,228000,77,1.598,6.0,2025-07-31,False,False,30
BMW,Serija 5,13800.0,2011,389000,135,2.0,8.0,2025-07-31,False,True,64
BMW,Serija 3,6500.0,2004,180000,85,1.995,7.0,2025-07-31,False,True,30
Fiat,600,3500.0,2006,161608,40,1.1,4.0,2025-08-31,False,False,9
BMW,Serija 5,16900.0,2016,235000,140,1.936,6.0,2025-12-31,False,True,66
Audi,A6 Avant,19800.0,2015,200000,150,2.0,7.0,2025-07-31,False,True,79
Audi,Q7,10900.0,2006,327200,172,3.0,10.0,2025-09-30,False,False,38
Citroen,C5,5990.0,2013,275000,103,1.997,6.0,2025-09-30,False,False,1
BMW,Serija 3,4300.0,2001,170000,87,1.895,7.0,2025-12-31,False,False,23
BMW,Serija 3,6000.0,2011,305000,120,2.0,5.0,2025-12-31,False,True,1
Citroen,C3 Picasso,4900.0,2011,167000,70,1.397,6.0,2025-09-30,False,True,30
Citroen,C3,13490.0,2022,10000,61,1.199,6.0,,False,False,42
BMW,X3,22000.0,2012,88000,190,2.995,10.0,2025-10-31,False,False,1
BMW,Serija 1,7850.0,2011,196700,105,2.0,6.0,2025-02-28,False,True,42
Audi,A3 Coupe,10300.0,2013,237700,110,1.968,5.0,2025-08-31,False,True,35
Audi,A3,5300.0,2008,273000,77,0.888,4.0,2025-11-30,False,False,36
Audi,A6,6199.0,2006,398500,188,3.2,8.0,2025-07-31,False,True,57
Citroen,Berlingo,3100.0,2006,260000,66,1.566,6.0,2025-04-30,False,True,29
BMW,X3,56000.0,2021,35000,215,1.998,3.0,2026-01-31,False,True,78
BMW,Serija 3 Cabriolet,24000.0,2007,127000,335,2.979,13.0,2025-06-30,False,False,57
BMW,Serija 4 Coupe,26700.0,2017,126000,140,2.0,6.0,2025-09-30,False,True,64
Chrysler,Sebring,15000.0,2008,175000,103,2.0,5.0,2025-11-30,False,True,60
BMW,X3,31490.0,2020,94000,110,1.995,6.0,,False,False,49
Audi,A5,27500.0,2018,169500,140,1.998,7.0,2025-07-31,False,True,57
BMW,Serija 3,2850.0,2003,310000,105,1.995,8.0,2025-11-30,False,False,20
Audi,A6,5500.0,2006,410000,171,2.967,8.0,2025-01-31,False,False,44
BMW,X1,11999.0,2010,272000,105,1.995,7.0,2025-12-31,False,True,32
BMW,Serija 7,18999.0,2010,260000,225,2.993,5.0,2025-12-31,False,True,72
Audi,A6 Avant,14500.0,2013,264000,150,3.0,8.0,2025-02-28,False,False,46
Audi,A8,9500.0,2007,304400,240,4.2,9.0,2025-06-30,False,True,63
Audi,A4 Avant,16200.0,2016,182242,110,1.968,5.0,2025-03-31,False,True,66
Citroen,C4,17300.0,2022,50000,96,1.199,6.0,2025-03-31,False,True,49
Fiat,Punto,2100.0,2009,132100,44,1.3,6.0,2025-01-31,False,False,12
Audi,A5,15700.0,2014,258000,150,2.967,8.0,2025-10-31,False,True,51
Audi,A4 Avant,15700.0,2017,236000,100,1.995,5.0,2025-11-30,False,False,1
Dacia,Logan,2800.0,2006,99600,55,1.39,7.0,2025-09-30,False,True,24
BMW,Serija 2 Active Tourer,11300.0,2017,175650,110,2.0,5.0,2025-05-31,False,False,1
BMW,Serija 3 Coupe,11000.0,2009,290000,165,2.0,6.0,2025-05-31,False,False,2
Fiat,Seicento,950.0,2002,82500,40,1.108,6.0,2025-02-28,False,True,1
BMW,Serija 1,14500.0,2013,217000,160,2.0,6.0,2025-11-30,False,False,64
Citroen,C5 Break,2300.0,2005,269500,100,1.997,6.0,,False,False,31
BMW,Serija 3,13500.0,2012,225000,120,1.995,6.0,2025-12-31,False,False,40
Audi,A5,31000.0,2018,185000,140,1.968,6.0,2025-03-31,False,False,71
Audi,A2,1650.0,2000,290000,66,1.429,4.0,2025-02-28,False,False,21
BMW,Serija 1,13999.0,2018,113000,85,1.499,5.0,2025-11-30,False,True,49
Audi,A8,73900.0,2020,109032,331,3.0,5.0,2025-06-30,False,True,1
BMW,Serija 4 Cabriolet,59500.0,2022,85000,210,3.0,7.0,2025-12-31,False,True,88
BMW,Serija 3 Touring,6299.0,2011,260000,105,2.0,5.0,2025-11-30,False,True,55
BMW,X1,13000.0,2015,275000,103,2.0,6.0,2025-10-31,False,True,1
Audi,A3,17700.0,2013,193000,110,1.998,6.0,2025-04-30,False,True,60
BMW,Serija 3,18700.0,2018,145000,110,1.995,5.0,2025-04-30,False,True,53
Audi,A4 Avant,8700.0,2012,270000,110,1.998,7.0,2025-01-31,False,True,42
Audi,A5,25500.0,2017,182000,140,1.968,5.0,2025-07-31,False,True,63
BMW,Serija 5,11500.0,2015,113000,140,1.995,6.0,2025-01-31,False,True,70
BMW,X1,23500.0,2019,96000,110,1.998,6.0,2025-07-31,False,False,64
Chevrolet,Spark,1200.0,2006,166000,49,0.998,5.0,2025-02-28,False,True,13
Fiat,Punto,1550.0,2006,220000,44,1.242,7.0,2026-01-31,False,False,4
Chevrolet,Cruze,3600.0,2010,214000,92,1.991,6.0,2025-09-30,False,False,19
Audi,Q2,17300.0,2017,137200,85,1.598,5.0,2025-12-31,False,True,43
BMW,Serija 3,33200.0,2020,91000,140,1.995,6.0,2025-06-30,False,True,70
Audi,A4 Avant,20299.0,2019,163000,120,1.998,6.0,2025-12-31,False,True,74
BMW,Serija 5 Touring,37999.0,2018,218000,235,3.0,8.0,,False,False,1
Audi,A5,20000.0,2015,160000,140,1.986,8.0,2025-03-31,False,True,47
BMW,X5,90990.0,2022,65000,210,2.998,8.0,2025-12-31,False,True,102
BMW,Serija 5,61990.0,2021,80000,210,2.998,7.0,2025-07-31,False,True,101
BMW,Serija 3,16500.0,2017,190000,110,2.0,7.0,2025-06-30,False,False,51
BMW,Serija 3,13990.0,2014,132000,120,1.998,6.0,2025-12-31,False,True,44
Audi,A5,32990.0,2020,145000,140,1.968,6.0,,False,False,58
Audi,Q3,30490.0,2020,132000,110,1.498,6.0,,False,False,56
BMW,Serija 4 Gran Coupe,18000.0,2018,210928,110,2.0,6.0,2025-03-31,False,False,49
Audi,A4,12800.0,2014,272000,110,1.996,6.0,2025-07-31,False,True,36
BMW,Serija 2 Active Tourer,8000.0,2017,248000,70,1.498,5.0,2025-12-31,False,False,37
Dacia,Sandero,4650.0,2010,176000,64,1.598,6.0,2025-10-31,False,True,24
Audi,A3 Sportback,8700.0,2011,155000,77,1.6,5.0,2025-09-30,False,False,28
Audi,A6,4200.0,1997,467000,110,2.496,8.0,2025-07-31,False,True,37
Audi,Q3,41000.0,2023,21000,110,1.498,7.0,2025-03-31,False,False,80
Audi,A4 Avant,16000.0,2017,290000,110,1.968,5.0,2025-06-30,False,False,71
Alfa Romeo,Giulietta,14300.0,2016,104600,125,1.368,7.0,,False,False,51
Audi,A4,25990.0,2020,138000,110,1.984,6.0,,False,False,54
Audi,A3,5500.0,2005,180500,103,1.968,6.0,2025-10-31,False,True,41
Chevrolet,Spark,4000.0,2012,57000,50,1.0,5.0,2025-11-30,False,False,5
BMW,Serija 5 Touring,11999.0,2015,217000,110,1.998,6.0,2025-11-30,False,True,66
Fiat,Linea,1999.0,2008,202422,57,1.4,6.0,2025-02-28,False,True,25
Fiat,Doblo,6500.0,2016,118003,66,1.248,5.0,2025-11-30,False,True,2
Fiat,Doblo,6500.0,2016,262210,66,1.248,5.0,2025-09-30,False,True,1
BMW,X3,7900.0,2008,162100,160,2.497,10.0,2025-03-31,False,True,29
Citroen,Berlingo,2850.0,2006,280000,51,1.896,5.0,2025-12-31,False,True,22
BMW,Serija 3 Cabriolet,12500.0,2011,244500,135,1.998,6.0,2025-03-31,False,False,31
Fiat,Punto,2200.0,2000,220000,59,1.2,6.0,2025-03-31,False,False,16
Audi,A4,15400.0,2015,173521,140,1.998,7.0,2025-03-31,False,True,55
BMW,Serija 3,18000.0,2017,220000,190,2.995,7.0,2025-08-31,False,True,59
BMW,Serija 2 Gran Tourer,13000.0,2015,201000,110,2.0,6.0,2025-03-31,False,False,50
BMW,Serija 5,32500.0,2017,151000,140,2.0,7.0,2025-12-31,False,True,89
Chevrolet,Epica,4400.0,2010,210000,105,2.0,7.0,2025-11-30,False,True,54
BMW,X5,26800.0,2016,279000,190,3.0,8.0,2025-07-31,False,True,57
Citroen,C3,800.0,2004,210000,54,1.4,6.0,2025-08-31,False,False,4
BMW,Serija 1,2000.0,2008,205000,90,1.6,7.0,2025-10-31,False,True,42
Chevrolet,Spark,2850.0,2010,187000,50,1.0,5.0,2026-01-31,False,False,9
BMW,Serija 4 Gran Coupe,19999.0,2017,220000,140,1.998,7.0,2025-10-31,False,True,68
BMW,Serija 3 Touring,10500.0,2014,253000,135,1.995,7.0,2025-06-30,False,False,74
Audi,Q2,15499.0,2017,179000,85,1.6,5.0,2026-01-31,False,False,45
BMW,Serija 3 Coupe,9500.0,2008,260000,120,2.0,9.0,2025-03-31,False,True,27
BMW,Serija 5,25900.0,2018,151000,120,1.998,5.0,2025-09-30,False,True,68
Fiat,Punto,2300.0,2005,80215,44,1.242,7.0,2025-09-30,False,False,20
Audi,A4 Avant,4999.0,2006,200000,103,2.0,5.0,2025-02-28,False,True,46
Dacia,Sandero,8000.0,2018,53000,54,0.999,6.0,2025-02-28,False,False,34
BMW,Serija 5,64999.0,2023,31500,140,1.995,7.0,2025-09-30,False,True,70
Citroen,C3 Picasso,4750.0,2010,200000,66,1.56,5.0,2025-10-31,False,False,42
Fiat,Punto,750.0,1997,178000,40,1.2,5.0,2025-11-30,False,True,1
Citroen,C5,800.0,2002,350000,98,2.2,8.0,,False,False,3
Audi,R8,159999.0,2017,53000,397,5.204,10.0,2025-03-31,False,False,34
Cupra,Formentor,28490.0,2022,40000,110,1.5,7.0,2025-10-31,False,True,69
Audi,A6,5000.0,2006,380000,132,2.698,10.0,2025-04-30,False,False,16
BMW,i3,22000.0,2018,47500,135,0.65,1.0,2025-12-31,False,False,58
Chevrolet,Spark,2850.0,2010,187000,50,1.0,5.0,2026-01-31,False,False,10
BMW,Serija 5,10350.0,2012,298000,136,1.995,6.0,2025-03-31,False,True,63
Citroen,C4 Picasso,8500.0,2013,197500,85,1.56,6.0,2025-06-30,False,False,1
Audi,A4,13000.0,2012,330000,150,3.0,9.0,2025-10-31,False,False,49
Audi,A3,3000.0,2005,200000,103,2.0,9.0,,False,True,1
BMW,Serija 3,4500.0,2003,350000,110,1.999,8.0,2025-07-31,False,True,4
BMW,Serija 3,3800.0,2002,305000,110,1.9,7.0,2025-04-30,False,False,32
Audi,A3,13500.0,2015,191000,81,1.598,5.0,2025-08-31,False,False,4
Audi,A6,21000.0,2017,185500,140,1.968,7.0,2025-11-30,False,True,58
Alfa Romeo,Giulietta,7400.0,2011,266000,110,2.0,6.0,2025-12-31,False,False,39
Dacia,Sandero,3000.0,2010,190000,55,1.398,6.0,2025-06-30,False,True,4
BMW,Serija 5,10000.0,2009,342000,145,3.0,9.0,2025-12-31,False,False,2
Fiat,Punto,900.0,2002,237000,44,1.242,4.0,2025-02-28,False,False,1
Citroen,C5 Aircross,20900.0,2019,109000,133,1.598,7.0,2025-07-31,False,True,80
Fiat,Punto,3000.0,2012,260000,70,1.248,5.0,2025-05-31,False,True,12
Audi,Q5,31500.0,2020,135000,110,2.355,6.0,2025-04-30,False,True,82
Audi,A4,999.0,1996,369000,74,1.599,6.0,2025-09-30,False,False,11
Audi,A7,19499.0,2011,179000,180,2.998,7.0,2025-12-31,False,False,86
Audi,A3,13000.0,2013,122000,77,1.598,8.0,2025-12-31,False,False,16
BMW,Serija 3 Touring,22800.0,2021,156000,110,1.955,5.0,2026-01-31,False,True,2
BMW,Serija 3,7200.0,2009,248200,105,1.995,6.0,2025-07-31,False,True,39
Fiat,Qubo,3400.0,2010,205000,55,1.3,5.0,2025-05-31,False,False,24
BMW,X1,30000.0,2020,137000,140,2.0,6.0,2025-08-31,False,True,66
BMW,Serija 5 Touring,21800.0,2019,193000,140,2.0,6.0,2025-11-30,False,True,49
Citroen,C2,1999.0,2007,228100,50,1.396,4.0,2025-08-31,False,False,2
Fiat,500X,11500.0,2016,166000,70,1.3,5.0,2026-01-31,False,True,57
BMW,Serija 1,24990.0,2021,75000,110,1.995,5.0,,False,True,57
BMW,Serija 3,22600.0,2021,205500,110,1.996,5.0,2025-11-30,False,True,74
